Date,Ret,Bourse Historical Ret,Gold Historical,Dollar Historical,Historical Ret,Historical Yearly Ret,Historical Asset Value,Projected Ret,Yearly Ret,Historical Yearly Ret,Projected Yearly Ret,Asset Value,Historical Asset Value,Projected Asset Value,,Bourse,Bourse Index,Bourse Historical Ret,,Gold,Gold Index,Gold Historical,,Dollar,Dollar Index,Dollar Historical
17-Oct-24,-0.82%,0%,0%,0.00%,-0.82%,,2028110559,,,,,2028110559,2028110559,,,0.477559318,1,0%,,327055,1,0%,,639000,1,0.00%
18-Oct-24,-0.82%,0%,0%,0.00%,-0.82%,,2028110559,,,,,2028110559,2028110559,,,0.477559318,1,0%,,327055,1,0%,,639000,1,0.00%
19-Oct-24,-0.35%,0%,0%,0.00%,-0.35%,,2037809408,,,,,2037809408,2037809408,,,0.477559318,1,0%,,327055,1,0%,,639000,1,0.00%
20-Oct-24,2.53%,0%,2%,0.63%,2.53%,,2096664961,,,,,2096664961,2096664961,,,0.477559318,1,0%,,335053,1.024454528,2%,,643000,1.006259771,0.63%
21-Oct-24,2.21%,0%,4%,1.53%,2.21%,,2090071400,,,,,2090071400,2090071400,,,0.477559318,1,0%,,341026,1.042717455,4%,,648800,1.015336439,1.53%
22-Oct-24,1.89%,0%,4%,3.91%,1.89%,,2083553253,,,,,2083553253,2083553253,,,0.477559318,1,0%,,341150,1.043096595,4%,,664000,1.039123569,3.91%
23-Oct-24,1.98%,0%,5%,6.81%,1.98%,,2085524371,,,,,2085524371,2085524371,,,0.477559318,1,0%,,343244,1.049499168,5%,,682500,1.068075011,6.81%
24-Oct-24,1.58%,0%,7%,6.89%,1.58%,,2077215509,,,,,2077215509,2077215509,,,0.477559318,1,0%,,351294,1.07411269,7%,,683000,1.068857482,6.89%
25-Oct-24,1.58%,0%,7%,6.89%,1.58%,,2077215509,,,,,2077215509,2077215509,,,0.477559318,1,0%,,351294,1.07411269,7%,,683000,1.068857482,6.89%
26-Oct-24,-2.93%,0%,7%,2.82%,-2.93%,,1984967640,,,,,1984967640,1984967640,,,0.477559318,1,0%,,351294,1.07411269,7%,,657000,1.02816897,2.82%
27-Oct-24,-0.20%,0%,-2%,3.91%,-0.20%,,2040890703,,,,,2040890703,2040890703,,,0.477559318,1,0%,,321953,0.984400225,-2%,,664000,1.039123569,3.91%
28-Oct-24,1.02%,0%,0%,5.74%,1.02%,,2065755819,,,,,2065755819,2065755819,,,0.477559318,1,0%,,327950,1.002736534,0%,,675700,1.0574334,5.74%
29-Oct-24,2.49%,0%,3%,7.36%,2.49%,,2095966888,,,,,2095966888,2095966888,,,0.477559318,1,0%,,337759,1.03272834,3%,,686000,1.073552311,7.36%
30-Oct-24,3.49%,0%,7%,7.95%,3.49%,,2116294059,,,,,2116294059,2116294059,,,0.477559318,1,0%,,348579,1.06581136,7%,,689800,1.079499093,7.95%
31-Oct-24,4.46%,0%,7%,6.96%,4.46%,,2136136214,,,,,2136136214,2136136214,,,0.477559318,1,0%,,350611,1.072024363,7%,,683500,1.069639954,6.96%
1-Nov-24,4.46%,0%,7%,6.96%,4.46%,,2136136214,,,,,2136136214,2136136214,,,0.477559318,1,0%,,350611,1.072024363,7%,,683500,1.069639954,6.96%
2-Nov-24,2.10%,-1%,7%,8.89%,2.10%,,2087866523,,,,,2087866523,2087866523,,,0.457666227,0.98653652,-1%,,350611,1.072024363,7%,,695800,1.08888875,8.89%
3-Nov-24,3.69%,-3%,6%,8.92%,3.69%,,2120356071,,,,,2120356071,2120356071,,,0.435783827,0.971726691,-3%,,345841,1.057439705,6%,,696000,1.089201738,8.92%
4-Nov-24,1.92%,-4%,8%,8.14%,1.92%,,2084241998,,,,,2084241998,2084241998,,,0.425837282,0.964994951,-4%,,353573,1.081080916,8%,,691000,1.081377024,8.14%
5-Nov-24,1.54%,-2%,6%,7.90%,1.54%,,2076418151,,,,,2076418151,2076418151,,,0.445730373,0.978458432,-2%,,345532,1.056494912,6%,,689500,1.07902961,7.90%
6-Nov-24,3.14%,-4%,4%,9.23%,3.14%,,2109201328,,,,,2109201328,2109201328,,,0.422853318,0.962975429,-4%,,341441,1.043986351,4%,,698000,1.092331624,9.23%
7-Nov-24,4.63%,-4%,7%,8.61%,4.63%,,2139600616,,,,,2139600616,2139600616,,,0.422853318,0.962975429,-4%,,349495,1.068612103,7%,,694000,1.086071853,8.61%
8-Nov-24,4.63%,-4%,7%,8.61%,4.63%,,2139600616,,,,,2139600616,2139600616,,,0.422853318,0.962975429,-4%,,349495,1.068612103,7%,,694000,1.086071853,8.61%
9-Nov-24,2.85%,-1%,7%,8.45%,2.85%,45.71%,2103299803,,45.71%,45.71%,,2103299803,2103299803,,,0.465126136,0.991585325,-1%,,349495,1.068612103,7%,,693000,1.08450691,8.45%
10-Nov-24,2.21%,-1%,4%,6.92%,2.21%,32.23%,2090168027,,32.23%,32.23%,,2090168027,2090168027,,,0.465126136,0.991585325,-1%,,340898,1.042326085,4%,,683200,1.069170471,6.92%
11-Nov-24,1.23%,-1%,1%,4.85%,1.23%,16.12%,2070120121,,16.12%,16.12%,,2070120121,2070120121,,,0.465126136,0.991585325,-1%,,330768,1.011352796,1%,,670000,1.048513226,4.85%
12-Nov-24,1.71%,-1%,-3%,6.49%,1.71%,21.90%,2079829954,,21.90%,21.90%,,2079829954,2079829954,,,0.465126136,0.991585325,-1%,,317746,0.971536985,-3%,,680500,1.064945125,6.49%
13-Nov-24,2.73%,-1%,-1%,6.96%,2.73%,35.31%,2100715443,,35.31%,35.31%,,2100715443,2100715443,,,0.465126136,0.991585325,-1%,,322316,0.985510127,-1%,,683500,1.069639954,6.96%
14-Nov-24,4.02%,-1%,1%,7.28%,4.02%,53.10%,2127154116,,53.10%,53.10%,,2127154116,2127154116,,,0.465126136,0.991585325,-1%,,329398,1.007163911,1%,,685500,1.072769839,7.28%
15-Nov-24,4.02%,-1%,1%,7.28%,4.02%,53.10%,2127154116,,53.10%,53.10%,,2127154116,2127154116,,,0.465126136,0.991585325,-1%,,329398,1.007163911,1%,,685500,1.072769839,7.28%
16-Nov-24,2.56%,-1%,1%,7.01%,2.56%,30.14%,2097373351,,30.14%,30.14%,,2097373351,2097373351,,,0.465126136,0.991585325,-1%,,329398,1.007163911,1%,,683800,1.070109436,7.01%
17-Nov-24,2.55%,-1%,0%,7.04%,2.55%,28.80%,2097176936,,28.80%,28.80%,,2097176936,2097176936,,,0.465126136,0.991585325,-1%,,325587,0.995511472,0%,,684000,1.070422425,7.04%
18-Nov-24,2.35%,-1%,0%,7.20%,2.35%,25.22%,2092977458,,25.22%,25.22%,,2092977458,2092977458,,,0.465126136,0.991585325,-1%,,326048,0.996921017,0%,,685000,1.071987368,7.20%
19-Nov-24,2.60%,-1%,0%,8.22%,2.60%,27.16%,2098079110,,27.16%,27.16%,,2098079110,2098079110,,,0.465126136,0.991585325,-1%,,327644,1.001800915,0%,,691500,1.082159496,8.22%
20-Nov-24,3.90%,-1%,2%,8.26%,3.90%,41.45%,2124692798,,41.45%,41.45%,,2124692798,2124692798,,,0.465126136,0.991585325,-1%,,334675,1.023298762,2%,,691800,1.082628979,8.26%
21-Nov-24,3.02%,-1%,4%,8.58%,3.02%,29.87%,2106725466,,29.87%,29.87%,,2106725466,2106725466,,,0.465126136,0.991585325,-1%,,341499,1.044163691,4%,,693800,1.085758864,8.58%
22-Nov-24,3.02%,-1%,4%,8.58%,3.02%,29.87%,2106725466,,29.87%,29.87%,,2106725466,2106725466,,,0.465126136,0.991585325,-1%,,341499,1.044163691,4%,,693800,1.085758864,8.58%
23-Nov-24,3.24%,-1%,4%,9.86%,3.24%,31.22%,2111258746,,31.22%,31.22%,,2111258746,2111258746,,,0.465126136,0.991585325,-1%,,341499,1.044163691,4%,,702000,1.098591395,9.86%
24-Nov-24,4.13%,-1%,7%,7.82%,4.13%,39.75%,2129453964,,39.75%,39.75%,,2129453964,2129453964,,,0.465126136,0.991585325,-1%,,349593,1.068911746,7%,,689000,1.078247139,7.82%
25-Nov-24,2.52%,-1%,5%,8.53%,2.52%,22.15%,2096548159,,22.15%,22.15%,,2096548159,2096548159,,,0.465126136,0.991585325,-1%,,344602,1.053651362,5%,,693500,1.085289381,8.53%
26-Nov-24,2.95%,-1%,3%,8.89%,2.95%,25.43%,2105177235,,25.43%,25.43%,,2105177235,2105177235,,,0.465126136,0.991585325,-1%,,337637,1.032355315,3%,,695800,1.08888875,8.89%
27-Nov-24,3.48%,-1%,3%,9.47%,3.48%,29.65%,2116078426,,29.65%,29.65%,,2116078426,2116078426,,,0.465126136,0.991585325,-1%,,337386,1.031587863,3%,,699500,1.094679038,9.47%
28-Nov-24,3.04%,-1%,4%,9.86%,3.04%,24.81%,2107167047,,24.81%,24.81%,,2107167047,2107167047,,,0.465126136,0.991585325,-1%,,339509,1.038079106,4%,,702000,1.098591395,9.86%
29-Nov-24,3.04%,-1%,4%,9.86%,3.04%,24.81%,2107167047,,24.81%,24.81%,,2107167047,2107167047,,,0.465126136,0.991585325,-1%,,339509,1.038079106,4%,,702000,1.098591395,9.86%
30-Nov-24,4.52%,-1%,4%,10.59%,4.52%,37.48%,2137311239,,37.48%,37.48%,,2137311239,2137311239,,,0.465126136,0.991585325,-1%,,339509,1.038079106,4%,,706700,1.105946626,10.59%
1-Dec-24,3.90%,13%,6%,9.94%,3.90%,30.86%,2124769095,,30.86%,30.86%,,2124769095,2124769095,,,0.672511607,1.131942107,13%,,347202,1.061601071,6%,,702500,1.099373866,9.94%
2-Dec-24,4.47%,17%,5%,10.88%,4.47%,34.91%,2136268941,,34.91%,34.91%,,2136268941,2136268941,,,0.721747007,1.165264221,17%,,342934,1.048551318,5%,,708500,1.108763523,10.88%
3-Dec-24,4.78%,17%,5%,11.82%,4.78%,36.71%,2142798192,,36.71%,36.71%,,2142798192,2142798192,,,0.731693553,1.171995961,17%,,344561,1.053526002,5%,,714500,1.11815318,11.82%
4-Dec-24,4.48%,17%,6%,12.28%,4.48%,33.20%,2136666732,,33.20%,33.20%,,2136666732,2136666732,,,0.724233644,1.166947156,17%,,346395,1.059133604,6%,,717500,1.122848008,12.28%
5-Dec-24,4.48%,17%,7%,11.97%,4.48%,33.20%,2136666732,,33.20%,33.20%,,2136666732,2136666732,,,0.724233644,1.166947156,17%,,348323,1.065028619,7%,,715500,1.119718123,11.97%
6-Dec-24,4.48%,17%,7%,11.97%,4.48%,33.20%,2136666732,,33.20%,33.20%,,2136666732,2136666732,,,0.724233644,1.166947156,17%,,348323,1.065028619,7%,,715500,1.119718123,11.97%
7-Dec-24,4.73%,15%,7%,12.36%,4.73%,34.31%,2141619532,,34.31%,34.31%,,2141619532,2141619532,,,0.702351244,1.152137327,15%,,348323,1.065028619,7%,,718000,1.123630479,12.36%
8-Dec-24,5.02%,15%,6%,12.94%,5.02%,35.80%,2147656378,,35.80%,35.80%,,2147656378,2147656378,,,0.691907371,1.145069,15%,,346449,1.059298713,6%,,721700,1.129420768,12.94%
9-Dec-24,4.83%,18%,7%,13.07%,4.83%,33.41%,2143761446,,33.41%,33.41%,,2143761446,2143761446,,,0.742634752,1.179400875,18%,,349870,1.069758696,7%,,722500,1.130672722,13.07%
10-Dec-24,5.30%,18%,7%,13.77%,5.30%,36.14%,2153238801,,36.14%,36.14%,,2153238801,2153238801,,,0.742634752,1.179400875,18%,,350856,1.07277347,7%,,727000,1.137714964,13.77%
11-Dec-24,5.81%,18%,8%,15.10%,5.81%,39.16%,2163693097,,39.16%,39.16%,,2163693097,2163693097,,,0.742634752,1.179400875,18%,,354374,1.083530038,8%,,735500,1.151016978,15.10%
12-Dec-24,6.48%,18%,11%,14.79%,6.48%,43.36%,2177520662,,43.36%,43.36%,,2177520662,2177520662,,,0.742634752,1.179400875,18%,,363260,1.110699697,11%,,733500,1.147887093,14.79%
13-Dec-24,6.48%,18%,11%,14.79%,6.48%,43.36%,2177520662,,43.36%,43.36%,,2177520662,2177520662,,,0.742634752,1.179400875,18%,,363260,1.110699697,11%,,733500,1.147887093,14.79%
14-Dec-24,5.75%,18%,11%,17.61%,5.75%,36.90%,2162494932,,36.90%,36.90%,,2162494932,2162494932,,,0.742634752,1.179400875,18%,,363260,1.110699697,11%,,751500,1.176056063,17.61%
15-Dec-24,6.52%,18%,12%,17.21%,6.52%,41.62%,2178271590,,41.62%,41.62%,,2178271590,2178271590,,,0.742634752,1.179400875,18%,,367327,1.123134876,12%,,749000,1.172143706,17.21%
16-Dec-24,5.48%,18%,12%,19.41%,5.48%,33.44%,2157098659,,33.44%,33.44%,,2157098659,2157098659,,,0.742634752,1.179400875,18%,,366912,1.12186598,12%,,763000,1.194052904,19.41%
17-Dec-24,6.22%,18%,13%,20.27%,6.22%,37.73%,2172223110,,37.73%,37.73%,,2172223110,2172223110,,,0.742634752,1.179400875,18%,,370392,1.13250636,13%,,768500,1.20266009,20.27%
18-Dec-24,6.22%,18%,14%,20.97%,6.22%,37.73%,2172223110,,37.73%,37.73%,,2172223110,2172223110,,,0.742634752,1.179400875,18%,,373606,1.142333423,14%,,773000,1.209702332,20.97%
19-Dec-24,8.41%,18%,14%,20.58%,8.41%,52.24%,2216979672,,52.24%,52.24%,,2216979672,2216979672,,,0.742634752,1.179400875,18%,,371276,1.135209261,14%,,770500,1.205789975,20.58%
20-Dec-24,8.41%,18%,14%,20.58%,8.41%,52.24%,2216979672,,52.24%,52.24%,,2216979672,2216979672,,,0.742634752,1.179400875,18%,,371276,1.135209261,14%,,770500,1.205789975,20.58%
21-Dec-24,6.35%,18%,14%,19.41%,6.35%,36.97%,2174823210,,36.97%,36.97%,,2174823210,2174823210,,,0.742634752,1.179400875,18%,,371276,1.135209261,14%,,763000,1.194052904,19.41%
22-Dec-24,5.45%,18%,11%,19.53%,5.45%,30.51%,2156411207,,30.51%,30.51%,,2156411207,2156411207,,,0.742634752,1.179400875,18%,,362484,1.108327014,11%,,763800,1.195304859,19.53%
23-Dec-24,5.64%,18%,10%,22.46%,5.64%,31.07%,2160326163,,31.07%,31.07%,,2160326163,2160326163,,,0.742634752,1.179400875,18%,,358610,1.096481948,10%,,782500,1.224569289,22.46%
24-Dec-24,5.18%,18%,13%,23.36%,5.18%,27.70%,2150821422,,27.70%,27.70%,,2150821422,2150821422,,,0.742634752,1.179400875,18%,,369794,1.130677927,13%,,788300,1.233645957,23.36%
25-Dec-24,3.99%,18%,14%,23.40%,3.99%,20.48%,2126533435,,20.48%,20.48%,,2126533435,2126533435,,,0.742634752,1.179400875,18%,,372572,1.139171885,14%,,788500,1.233958945,23.40%
26-Dec-24,1.38%,18%,13%,24.80%,1.38%,6.61%,2073095785,,6.61%,6.61%,,2073095785,2073095785,,,0.742634752,1.179400875,18%,,370755,1.133616261,13%,,797500,1.24804343,24.80%
27-Dec-24,1.38%,18%,13%,24.80%,1.38%,6.61%,2073095785,,6.61%,6.61%,,2073095785,2073095785,,,0.742634752,1.179400875,18%,,370755,1.133616261,13%,,797500,1.24804343,24.80%
28-Dec-24,5.69%,18%,13%,27.86%,5.69%,29.02%,2161255393,,29.02%,29.02%,,2161255393,2161255393,,,0.742634752,1.179400875,18%,,370755,1.133616261,13%,,817000,1.278559814,27.86%
29-Dec-24,7.37%,18%,16%,25.27%,7.37%,38.02%,2195650904,,38.02%,38.02%,,2195650904,2195650904,,,0.742634752,1.179400875,18%,,379829,1.161360746,16%,,800500,1.252738259,25.27%
30-Dec-24,11.04%,18%,14%,28.40%,11.04%,53.76%,4315728453,,53.76%,53.76%,,4315728453,4315728453,,,0.742634752,1.179400875,18%,,373245,1.141229637,14%,,820500,1.284037114,28.40%
31-Dec-24,7.38%,18%,13%,27.70%,7.38%,36.06%,2195925577,,36.06%,36.06%,,2195925577,2195925577,,,0.742634752,1.179400875,18%,,370603,1.133151509,13%,,816000,1.276994872,27.70%
1-Jan-25,8.62%,28%,14%,27.86%,8.62%,42.17%,2221129630,,42.17%,42.17%,,2221129630,2221129630,,,0.895314224,1.282733087,28%,,374007,1.143559513,14%,,817000,1.278559814,27.86%
2-Jan-25,10.01%,28%,14%,26.53%,10.01%,49.22%,2249712086,,49.22%,49.22%,,2249712086,2249712086,,,0.895314224,1.282733087,28%,,373203,1.141101218,14%,,808500,1.265257801,26.53%
3-Jan-25,10.01%,28%,14%,26.53%,10.01%,49.22%,2249712086,,49.22%,49.22%,,2249712086,2249712086,,,0.895314224,1.282733087,28%,,373203,1.141101218,14%,,808500,1.265257801,26.53%
4-Jan-25,11.90%,32%,14%,25.74%,11.90%,59.12%,2288230255,,59.12%,59.12%,,2288230255,2288230255,,,0.952009533,1.321104005,32%,,373203,1.141101218,14%,,803500,1.257433087,25.74%
5-Jan-25,11.36%,32%,13%,24.88%,11.36%,54.98%,2277212036,,54.98%,54.98%,,2277212036,2277212036,,,0.954496169,1.32278694,32%,,369086,1.12851316,13%,,798000,1.248825902,24.88%
6-Jan-25,10.84%,31%,13%,25.51%,10.84%,51.17%,2266676300,,51.17%,51.17%,,2266676300,2266676300,,,0.93062446,1.306630764,31%,,368383,1.126363681,13%,,802000,1.255085673,25.51%
7-Jan-25,8.10%,33%,12%,25.67%,8.10%,36.11%,2210603304,,36.11%,36.11%,,2210603304,2210603304,,,0.969913315,1.333221138,33%,,367258,1.122923903,12%,,803000,1.256650616,25.67%
8-Jan-25,6.48%,34%,14%,26.37%,6.48%,27.78%,2177503480,,27.78%,27.78%,,2177503480,2177503480,,,0.977373224,1.338269943,34%,,372419,1.138704075,14%,,807500,1.263692858,26.37%
9-Jan-25,3.16%,34%,15%,28.01%,3.16%,12.71%,2109523266,,12.71%,12.71%,,2109523266,2109523266,,,0.977373224,1.338269943,34%,,377589,1.154511766,15%,,818000,1.280124757,28.01%
10-Jan-25,3.16%,34%,15%,28.01%,3.16%,12.71%,2109523266,,12.71%,12.71%,,2109523266,2109523266,,,0.977373224,1.338269943,34%,,377589,1.154511766,15%,,818000,1.280124757,28.01%
11-Jan-25,5.00%,33%,15%,28.56%,5.00%,20.35%,2147197946,,20.35%,20.35%,,2147197946,2147197946,,,0.95797746,1.325143049,33%,,377589,1.154511766,15%,,821500,1.285602057,28.56%
12-Jan-25,8.46%,30%,19%,26.84%,8.46%,35.57%,2217992469,,35.57%,35.57%,,2217992469,2217992469,,,0.92167257,1.300572198,30%,,387763,1.185619588,19%,,810500,1.268387686,26.84%
13-Jan-25,8.07%,31%,18%,27.62%,8.07%,33.25%,2210054780,,33.25%,33.25%,,2210054780,2210054780,,,0.940073678,1.313025917,31%,,385385,1.178348662,18%,,815500,1.2762124,27.62%
14-Jan-25,8.07%,31%,19%,27.93%,8.07%,33.25%,2210054780,,33.25%,33.25%,,2210054780,2210054780,,,0.940073678,1.313025917,31%,,388844,1.188924832,19%,,817500,1.279342286,27.93%
15-Jan-25,7.84%,31%,19%,26.37%,7.84%,31.71%,2205266571,,31.71%,31.71%,,2205266571,2205266571,,,0.937089715,1.311006395,31%,,388844,1.188924832,19%,,807500,1.263692858,26.37%
16-Jan-25,9.28%,31%,18%,26.02%,9.28%,37.67%,2234713731,,37.67%,37.67%,,2234713731,2234713731,,,0.937089715,1.311006395,31%,,386076,1.18046145,18%,,805300,1.260249984,26.02%
17-Jan-25,9.28%,31%,18%,26.02%,9.28%,37.67%,2234713731,,37.67%,37.67%,,2234713731,2234713731,,,0.937089715,1.311006395,31%,,386076,1.18046145,18%,,805300,1.260249984,26.02%
18-Jan-25,7.13%,28%,18%,26.84%,7.13%,27.74%,2190685340,,27.74%,27.74%,,2190685340,2190685340,,,0.893822242,1.281723325,28%,,386076,1.18046145,18%,,810500,1.268387686,26.84%
19-Jan-25,7.81%,28%,18%,26.84%,7.81%,30.22%,2204597939,,30.22%,30.22%,,2204597939,2204597939,,,0.89431957,1.282059912,28%,,384487,1.175602955,18%,,810500,1.268387686,26.84%
20-Jan-25,8.40%,27%,18%,27.31%,8.40%,32.30%,2216764705,,32.30%,32.30%,,2216764705,2216764705,,,0.876913115,1.270279367,27%,,387337,1.184317059,18%,,813500,1.273082515,27.31%
21-Jan-25,7.46%,27%,19%,29.58%,7.46%,27.94%,2197419048,,27.94%,27.94%,,2197419048,2197419048,,,0.882383715,1.273981824,27%,,389374,1.19054535,19%,,828000,1.295774185,29.58%
22-Jan-25,8.97%,31%,21%,29.73%,8.97%,33.77%,2228470376,,33.77%,33.77%,,2228470376,2228470376,,,0.929132479,1.305621003,31%,,396629,1.212728095,21%,,829000,1.297339128,29.73%
23-Jan-25,7.59%,31%,24%,31.53%,7.59%,27.71%,2200063975,,27.71%,27.71%,,2200063975,2200063975,,,0.929132479,1.305621003,31%,,407034,1.244542219,24%,,840500,1.31533597,31.53%
24-Jan-25,7.59%,31%,24%,31.53%,7.59%,27.71%,2200063975,,27.71%,27.71%,,2200063975,2200063975,,,0.929132479,1.305621003,31%,,407034,1.244542219,24%,,840500,1.31533597,31.53%
25-Jan-25,13.07%,31%,24%,31.46%,13.07%,50.11%,2312325625,,50.11%,50.11%,,2312325625,2312325625,,,0.940073678,1.313025917,31%,,407034,1.244542219,24%,,840000,1.314553498,31.46%
26-Jan-25,12.88%,29%,26%,31.85%,12.88%,48.58%,2308380733,,48.58%,48.58%,,2308380733,2308380733,,,0.909239388,1.292157523,29%,,413651,1.264774228,26%,,842500,1.318465855,31.85%
27-Jan-25,12.87%,29%,27%,32.00%,12.87%,47.84%,2308101510,,47.84%,47.84%,,2308101510,2308101510,,,0.902774133,1.287781892,29%,,415001,1.268901962,27%,,843500,1.320030798,32.00%
28-Jan-25,12.87%,29%,26%,32.16%,12.87%,47.84%,2308101510,,47.84%,47.84%,,2308101510,2308101510,,,0.902774133,1.287781892,29%,,412719,1.261924563,26%,,844500,1.321595741,32.16%
29-Jan-25,15.88%,29%,26%,30.91%,15.88%,60.09%,2369646573,,60.09%,60.09%,,2369646573,2369646573,,,0.900287497,1.286098957,29%,,412719,1.261924563,26%,,836500,1.309076199,30.91%
30-Jan-25,14.97%,29%,25%,31.38%,14.97%,55.32%,2350986656,,55.32%,55.32%,,2350986656,2350986656,,,0.900287497,1.286098957,29%,,410449,1.254983856,25%,,839500,1.313771027,31.38%
31-Jan-25,14.97%,29%,25%,31.38%,14.97%,55.32%,2350986656,,55.32%,55.32%,,2350986656,2350986656,,,0.900287497,1.286098957,29%,,410449,1.254983856,25%,,839500,1.313771027,31.38%
1-Feb-25,14.61%,27%,25%,31.89%,14.61%,53.06%,2343648135,,53.06%,53.06%,,2343648135,2343648135,,,0.870945188,1.266240323,27%,,410449,1.254983856,25%,,842800,1.318935338,31.89%
